Tracker ID,Wiki page,Unit,Plant,Other names,Chinese name,Owner,Parent,Capacity (MW),Status,Jan 17 Note,Start year,Planned retirement,Year retired,Combustion technology,Location,Local area,"Major area (prefecture, district)",Subnational unit,Country,Region,Latitude,Longitude,Accuracy,Permits,Coal source,Heat rate,Emission factor,Capacity factor,Annual CO2
G108106,http://bit.ly/Ur1VP1,Porto Romano Power Station Unit 1,Porto Romano Power Station,,,Enel,Enel,800,Cancelled,,,,,Ultra-super,Porto Romano,,,,Albania,non-EU Europe,41.371141,19.425201,approximate,,,"8,418",205.3,59%,3.3
G108783,http://bit.ly/1UqLug2,San Nicolás-2 power station Unit 11,San Nicolás power station,,,AES Argentina,AES,350,Operating,,1983,,,Subcritical,San Nicolás de los Arroyos,,San Nicolás,Buenos Aires,Argentina,Latin America,-33.354920,-60.172917,exact,,,"8,863",205.3,59%,1.5
G108585,http://bit.ly/1g7lD7Q,Río Turbio power station Unit 1,Río Turbio power station,"
",,Isolux Corsán,Yacimientos Carboníferos de Río Turbio,120,Operating,,2015,,,Subcritical,Río Turbio coal mine,,Güer Aike,Santa Cruz,Argentina,Latin America,-51.546015,-72.231256,Exact,,,"8,863",205.3,59%,0.5
G108586,http://bit.ly/1g7lD7Q,Río Turbio power station Unit 2,Río Turbio power station,,,Isolux Corsán,Yacimientos Carboníferos de Río Turbio,120,Construction,,2016,,,Subcritical,Río Turbio coal mine,,Güer Aike,Santa Cruz,Argentina,Latin America,-51.546015,-72.231256,Exact,,,"8,863",205.3,59%,0.5
G100678,http://bit.ly/1wanvqd,Bayswater B Power Station,Bayswater power station,,,Macquarie Generation,AGL Energy,"2,000",Cancelled,,,,,unknown,Hunter Region,Muswellbrook,,New South Wales,Australia,Australia/NZ,-32.395000,150.949200,Exact,,,"8,605",211.9,59%,8.6
G100679,http://bit.ly/1wanvqd,Bayswater power station Unit 1,Bayswater power station,,,Macquarie Generation,AGL Energy,660,Operating,,1985,,,Subcritical,Hunter Region,Muswellbrook,,New South Wales,Australia,Australia/NZ,-32.394042,150.950083,exact,,,"8,863",205.3,59%,2.8
G100680,http://bit.ly/1wanvqd,Bayswater power station Unit 2,Bayswater power station,,,Macquarie Generation,AGL Energy,660,Operating,,1985,,,Subcritical,Hunter Region,Muswellbrook,,New South Wales,Australia,Australia/NZ,-32.394042,150.950083,exact,,,"8,863",205.3,59%,2.8
G100681,http://bit.ly/1wanvqd,Bayswater power station Unit 3,Bayswater power station,,,Macquarie Generation,AGL Energy,660,Operating,,1986,,,Subcritical,Hunter Region,Muswellbrook,,New South Wales,Australia,Australia/NZ,-32.394042,150.950083,exact,,,"8,863",205.3,59%,2.8
G100682,http://bit.ly/1wanvqd,Bayswater power station Unit 4,Bayswater power station,,,Macquarie Generation,AGL Energy,660,Operating,,1986,,,Subcritical,Hunter Region,Muswellbrook,,New South Wales,Australia,Australia/NZ,-32.394042,150.950083,exact,,,"8,863",205.3,59%,2.8
G102667,http://bit.ly/1gk9PVJ,Eraring power station Unit 1,Eraring power station,,,Origin Energy Ltd,Origin Energy,720,Operating,,1981,,,Subcritical,Dora Creek,,,New South Wales,Australia,Australia/NZ,-33.062231,151.521359,exact,,,"8,863",205.3,59%,3.1
G102668,http://bit.ly/1gk9PVJ,Eraring power station Unit 2,Eraring power station,,,Origin Energy Ltd,Origin Energy,720,Operating,,1982,,,Subcritical,Dora Creek,,,New South Wales,Australia,Australia/NZ,-33.062231,151.521359,exact,,,"8,863",205.3,59%,3.1
G102669,http://bit.ly/1gk9PVJ,Eraring power station Unit 3,Eraring power station,,,Origin Energy Ltd,Origin Energy,720,Operating,,1983,,,Subcritical,Dora Creek,,,New South Wales,Australia,Australia/NZ,-33.062231,151.521359,exact,,,"8,863",205.3,59%,3.1
G102670,http://bit.ly/1gk9PVJ,Eraring power station Unit 4,Eraring power station,,,Origin Energy Ltd,Origin Energy,720,Operating,,1984,,,Subcritical,Dora Creek,,,New South Wales,Australia,Australia/NZ,-33.062231,151.521359,exact,,,"8,863",205.3,59%,3.1
G106281,http://bit.ly/1gkapTp,Liddell power station Unit 1,Liddell power station,,,AGL Energy Ltd,AGL Energy,500,Operating,,1971,2022,,Subcritical,Muswellbrook,,,New South Wales,Australia,Australia/NZ,-32.371600,150.978421,exact,,,"8,863",205.3,59%,2.1
G106282,http://bit.ly/1gkapTp,Liddell power station Unit 2,Liddell power station,,,AGL Energy Ltd,AGL Energy,500,Operating,,1972,2022,,Subcritical,Muswellbrook,,,New South Wales,Australia,Australia/NZ,-32.371600,150.978421,exact,,,"8,863",205.3,59%,2.1
G106283,http://bit.ly/1gkapTp,Liddell power station Unit 3,Liddell power station,,,AGL Energy Ltd,AGL Energy,500,Operating,,1972,2022,,Subcritical,Muswellbrook,,,New South Wales,Australia,Australia/NZ,-32.371600,150.978421,exact,,,"8,863",205.3,59%,2.1
G106284,http://bit.ly/1gkapTp,Liddell power station Unit 4,Liddell power station,,,AGL Energy Ltd,AGL Energy,500,Operating,,1973,2022,,Subcritical,Muswellbrook,,,New South Wales,Australia,Australia/NZ,-32.371600,150.978421,exact,,,"8,863",205.3,59%,2.1
G107053,http://bit.ly/1gkaGpg,Mount Piper power station Unit 1,Mount Piper power station,,,EnergyAustralia Pty Ltd,CLP Group,700,Operating,,1993,,,Subcritical,Portland,,,New South Wales,Australia,Australia/NZ,-33.358087,150.032036,exact,,,"8,863",205.3,59%,3.0
G107054,http://bit.ly/1gkaGpg,Mount Piper power station Unit 2,Mount Piper power station,,,EnergyAustralia Pty Ltd,CLP Group,700,Operating,,1996,,,Subcritical,Portland,,,New South Wales,Australia,Australia/NZ,-33.358087,150.032036,exact,,,"8,863",205.3,59%,3.0
G107055,http://bit.ly/1wanS49,Mount Piper power station Unit 3,Mount Piper power station,,,EnergyAustralia Pty Ltd,CLP Group,750,Cancelled,,,,,Supercritical,Portland,,,New South Wales,Australia,Australia/NZ,-33.358600,150.031600,Exact,,,"8,564",205.3,59%,3.1
G107056,http://bit.ly/1wanS49,Mount Piper power station Unit 4,Mount Piper power station,,,EnergyAustralia Pty Ltd,CLP Group,750,Cancelled,,,,,Supercritical,Portland,,,New South Wales,Australia,Australia/NZ,-33.358600,150.031600,Exact,,,"8,564",205.3,59%,3.1
G107114,http://bit.ly/1KuFNfJ,Munmorah power station Unit 1,Munmorah power station,,,Delta Electricity,Delta Electricity,300,Retired,,1967,,1996,Subcritical,Doyalson,,,New South Wales,Australia,Australia/NZ,-33.212081,151.542216,exact,,,"8,863",205.3,59%,1.3
G107115,http://bit.ly/1KuFNfJ,Munmorah power station Unit 2,Munmorah power station,,,Delta Electricity,Delta Electricity,300,Retired,,1968,,1996,Subcritical,Doyalson,,,New South Wales,Australia,Australia/NZ,-33.212081,151.542216,exact,,,"8,863",205.3,59%,1.3
G107116,http://bit.ly/1KuFNfJ,Munmorah power station Unit 3,Munmorah power station,,,Delta Electricity,Delta Electricity,300,Retired,,1969,,2012,Subcritical,Doyalson,,,New South Wales,Australia,Australia/NZ,-33.212081,151.542216,exact,,,"8,863",205.3,59%,1.3
G107117,http://bit.ly/1KuFNfJ,Munmorah power station Unit 4,Munmorah power station,,,Delta Electricity,Delta Electricity,300,Retired,,1969,,2012,Subcritical,Doyalson,,,New South Wales,Australia,Australia/NZ,-33.212081,151.542216,exact,,,"8,863",205.3,59%,1.3
G108506,http://bit.ly/1gkbcUs,Redbank power station Unit 1,Redbank power station,,,Redbank Energy Ltd,Redbank Energy,151,Retired,,2001,,2014,Subcritical,Gouldsville,,,New South Wales,Australia,Australia/NZ,-32.580534,151.071470,exact,,,"8,863",205.3,59%,0.6
G110540,http://bit.ly/1gkbomy,Vales Point-B power station Unit 1,Vales Point power station,,,Sunset Power International,Sunset Power International,660,Operating,,1978,,,Subcritical,Mannering Park,,,New South Wales,Australia,Australia/NZ,-33.161012,151.545252,exact,,,"8,863",205.3,59%,2.8
G110541,http://bit.ly/1gkbomy,Vales Point-B power station Unit 2,Vales Point power station,,,Sunset Power International,Sunset Power International,660,Operating,,1979,,,Subcritical,Mannering Park,,,New South Wales,Australia,Australia/NZ,-33.161012,151.545252,exact,,,"8,863",205.3,59%,2.8
G110700,http://bit.ly/1gkbCKr,Wallerawang-C power station Unit 1,Wallerawang power station,,,EnergyAustralia Pty Ltd,CLP Group,500,Retired,,1976,,2014,Subcritical,Wallerawang,,,New South Wales,Australia,Australia/NZ,-33.402337,150.083722,exact,,,"8,863",205.3,59%,2.1
G110701,http://bit.ly/1gkbCKr,Wallerawang-C power station Unit 2,Wallerawang power station,,,EnergyAustralia Pty Ltd,CLP Group,500,Retired,,1976,,2014,Subcritical,Wallerawang,,,New South Wales,Australia,Australia/NZ,-33.402337,150.083722,exact,,,"8,863",205.3,59%,2.1
G101159,http://bit.ly/1T8a16c,Callide Oxyfuel Project,Callide Oxyfuel Project,Callide-A power station,,CS Energy Corp Ltd,CS Energy,30,Operating,,2014,,,Subcritical/CCS,Biloela,,,Queensland,Australia,Australia/NZ,-24.347222,150.608611,Exact,,,"13,724",20.5,59%,0.0
G101160,http://bit.ly/1gkbQB9,Callide-B power station Unit 1,Callide power station,,,CS Energy Corp Ltd,CS Energy,350,Operating,,1989,,,Subcritical,Biloela,,,Queensland,Australia,Australia/NZ,-24.344102,150.618746,exact,,,"8,702",211.9,59%,1.5
G101161,http://bit.ly/1gkbQB9,Callide-B power station Unit 2,Callide power station,,,CS Energy Corp Ltd,CS Energy,350,Operating,,1989,,,Subcritical,Biloela,,,Queensland,Australia,Australia/NZ,-24.344102,150.618746,exact,,,"8,702",211.9,59%,1.5
G101162,http://bit.ly/1gkbQB9,Callide-C power station Unit 1,Callide power station,,,CS Energy Corp Ltd,CS Energy,460,Operating,,2001,,,Supercritical,Biloela,,,Queensland,Australia,Australia/NZ,-24.344102,150.618746,exact,,,"8,731",211.9,59%,2.0
G101163,http://bit.ly/1gkbQB9,Callide-C power station Unit 2,Callide power station,,,CS Energy Corp Ltd,CS Energy,460,Operating,,2001,,,Supercritical,Biloela,,,Queensland,Australia,Australia/NZ,-24.344102,150.618746,exact,,,"8,731",211.9,59%,2.0
G101665,http://bit.ly/1gkcbE9,Collinsville power station Unit 1,Collinsville power station,,,Ratch-Australia Corp Ltd,Ratchaburi Electricity Generating Holding,30,Retired,,1968,,2012,Subcritical,Collinsville,,,Queensland,Australia,Australia/NZ,-20.545051,147.804557,exact,,,"8,702",211.9,59%,0.1
G101666,http://bit.ly/1gkcbE9,Collinsville power station Unit 2,Collinsville power station,,,Ratch-Australia Corp Ltd,Ratchaburi Electricity Generating Holding,30,Retired,,1968,,2012,Subcritical,Collinsville,,,Queensland,Australia,Australia/NZ,-20.545051,147.804557,exact,,,"8,702",211.9,59%,0.1
G101667,http://bit.ly/1gkcbE9,Collinsville power station Unit 3,Collinsville power station,,,Ratch-Australia Corp Ltd,Ratchaburi Electricity Generating Holding,30,Retired,,1970,,2012,Subcritical,Collinsville,,,Queensland,Australia,Australia/NZ,-20.545051,147.804557,exact,,,"8,702",211.9,59%,0.1
G101668,http://bit.ly/1gkcbE9,Collinsville power station Unit 4,Collinsville power station,,,Ratch-Australia Corp Ltd,Ratchaburi Electricity Generating Holding,30,Retired,,1971,,2012,Subcritical,Collinsville,,,Queensland,Australia,Australia/NZ,-20.545051,147.804557,exact,,,"8,702",211.9,59%,0.1
G101669,http://bit.ly/1gkcbE9,Collinsville power station Unit 5,Collinsville power station,,,Ratch-Australia Corp Ltd,Ratchaburi Electricity Generating Holding,60,Retired,,1974,,2012,Subcritical,Collinsville,,,Queensland,Australia,Australia/NZ,-20.545051,147.804557,exact,,,"8,702",211.9,59%,0.3
G102904,http://bit.ly/1qcQYNq,Galilee Basin Power Project Unit 1,Galilee Basin Power Project,,,No proponent,No proponent,600,Announced,,,,,unknown,Townsville,,,Queensland,Australia,Australia/NZ,-21.149203,144.799206,Approximate,,Galilee Coal Basin,"8,605",211.9,59%,2.6
G102905,http://bit.ly/1qcQYNq,Galilee Basin Power Project Unit 2,Galilee Basin Power Project,,,No proponent,No proponent,600,Announced,,,,,unknown,Townsville,,,Queensland,Australia,Australia/NZ,-21.149203,144.799206,Approximate,,Galilee Coal Basin,"8,605",211.9,59%,2.6
G102906,http://bit.ly/1wao9Uu,Galilee Power project Unit 1,Galilee Power project,,,Waratah Coal,Mineralogy,450,Shelved,,,,,IGCC,Alpha,,,Queensland,Australia,Australia/NZ,-23.473166,146.551237,Approximate,,waste coal from Waratah Coal’s tenement,"7,528",211.9,59%,1.7
G102907,http://bit.ly/1wao9Uu,Galilee Power project Unit 2,Galilee Power project,,,Waratah Coal,Mineralogy,450,Shelved,,,,,IGCC,Alpha,,,Queensland,Australia,Australia/NZ,-23.473166,146.551237,Approximate,,waste coal from Waratah Coal’s tenement,"7,528",211.9,59%,1.7
G103048,http://bit.ly/1gkcuyA,Gladstone power station Unit 1,Gladstone power station,,,NRG Gladstone,"Rio Tinto, NRG Energy ",280,Operating,,1976,,,Subcritical,Stanwell,,,Queensland,Australia,Australia/NZ,-23.850667,151.219711,exact,,,"8,863",205.3,59%,1.2
G103049,http://bit.ly/1gkcuyA,Gladstone power station Unit 2,Gladstone power station,,,NRG Gladstone,"Rio Tinto, NRG Energy ",280,Operating,,1977,,,Subcritical,Stanwell,,,Queensland,Australia,Australia/NZ,-23.850667,151.219711,exact,,,"8,863",205.3,59%,1.2
G103050,http://bit.ly/1gkcuyA,Gladstone power station Unit 3,Gladstone power station,,,NRG Gladstone,"Rio Tinto, NRG Energy ",280,Operating,,1978,,,Subcritical,Stanwell,,,Queensland,Australia,Australia/NZ,-23.850667,151.219711,exact,,,"8,863",205.3,59%,1.2
G103051,http://bit.ly/1gkcuyA,Gladstone power station Unit 4,Gladstone power station,,,NRG Gladstone,"Rio Tinto, NRG Energy ",280,Operating,,1979,,,Subcritical,Stanwell,,,Queensland,Australia,Australia/NZ,-23.850667,151.219711,exact,,,"8,863",205.3,59%,1.2
G103052,http://bit.ly/1gkcuyA,Gladstone power station Unit 5,Gladstone power station,,,NRG Gladstone,"Rio Tinto, NRG Energy ",280,Operating,,1981,,,Subcritical,Stanwell,,,Queensland,Australia,Australia/NZ,-23.850667,151.219711,exact,,,"8,863",205.3,59%,1.2
G103053,http://bit.ly/1gkcuyA,Gladstone power station Unit 6,Gladstone power station,,,NRG Gladstone,"Rio Tinto, NRG Energy ",280,Operating,,1982,,,Subcritical,Stanwell,,,Queensland,Australia,Australia/NZ,-23.850667,151.219711,exact,,,"8,863",205.3,59%,1.2
G105802,http://bit.ly/1LPHHor,Kogan Creek power station Unit 1,Kogan Creek power station,,,CS Energy Corp Ltd,CS Energy,750,Operating,,2007,,,Supercritical,Brigalow,,,Queensland,Australia,Australia/NZ,-26.917881,150.750738,exact,,,"8,564",205.3,59%,3.1
G106926,http://bit.ly/1T2dAkh,Millmerran power station Unit 1,Millmerran power station,,,Millmerran Power Management Pty Ltd,"China Huaneng, Intergen",440,Operating,,2002,,,Supercritical,Millmerran,,,Queensland,Australia,Australia/NZ,-27.960696,151.279301,exact,,,"8,731",211.9,59%,1.9
G106927,http://bit.ly/1T2dAkh,Millmerran power station Unit 2,Millmerran power station,,,Millmerran Power Management Pty Ltd,"China Huaneng, Intergen",440,Operating,,2003,,,Supercritical,Millmerran,,,Queensland,Australia,Australia/NZ,-27.960696,151.279301,exact,,,"8,731",211.9,59%,1.9
G107015,http://bit.ly/1DHWTRn,Moray power station,Moray power station,,,Moray Power,RCR Tomlinson,150,Pre,,2018,,,Subcritical,Galilee Basin,,,Queensland,Australia,Australia/NZ,-22.012451,146.383553,Approximate,,Carmichael Coal Project,"8,702",211.9,59%,0.7
G109599,http://bit.ly/1T2dYzi,Stanwell power station Unit 1,Stanwell power station,,,Stanwell Corp Ltd,Stanwell,365,Operating,,1993,,,Subcritical,Rockhampton,,,Queensland,Australia,Australia/NZ,-23.509114,150.317801,exact,,,"8,702",211.9,59%,1.6
G109600,http://bit.ly/1T2dYzi,Stanwell power station Unit 2,Stanwell power station,,,Stanwell Corp Ltd,Stanwell,365,Operating,,1994,,,Subcritical,Rockhampton,,,Queensland,Australia,Australia/NZ,-23.509114,150.317801,exact,,,"8,702",211.9,59%,1.6
G109601,http://bit.ly/1T2dYzi,Stanwell power station Unit 3,Stanwell power station,,,Stanwell Corp Ltd,Stanwell,365,Operating,,1995,,,Subcritical,Rockhampton,,,Queensland,Australia,Australia/NZ,-23.509114,150.317801,exact,,,"8,702",211.9,59%,1.6
G109602,http://bit.ly/1T2dYzi,Stanwell power station Unit 4,Stanwell power station,,,Stanwell Corp Ltd,Stanwell,365,Operating,,1996,,,Subcritical,Rockhampton,,,Queensland,Australia,Australia/NZ,-23.509114,150.317801,exact,,,"8,702",211.9,59%,1.6
G109771,http://bit.ly/1T2ezkx,Swanbank-B power station Unit 1,Swanbank-B power station,,,Stanwell Corp Ltd,Stanwell,125,Retired,,1970,,2010,Subcritical,Ipswich,,,Queensland,Australia,Australia/NZ,-27.660536,152.812899,exact,,,"8,702",211.9,59%,0.5
G109772,http://bit.ly/1T2ezkx,Swanbank-B power station Unit 2,Swanbank-B power station,,,Stanwell Corp Ltd,Stanwell,125,Retired,,1971,,2011,Subcritical,Ipswich,,,Queensland,Australia,Australia/NZ,-27.660536,152.812899,exact,,,"8,702",211.9,59%,0.5
G109773,http://bit.ly/1T2ezkx,Swanbank-B power station Unit 3,Swanbank-B power station,,,Stanwell Corp Ltd,Stanwell,125,Retired,,1972,,2012,Subcritical,Ipswich,,,Queensland,Australia,Australia/NZ,-27.660536,152.812899,exact,,,"8,702",211.9,59%,0.5
G109774,http://bit.ly/1T2ezkx,Swanbank-B power station Unit 4,Swanbank-B power station,,,Stanwell Corp Ltd,Stanwell,125,Retired,,1973,,2010,Subcritical,Ipswich,,,Queensland,Australia,Australia/NZ,-27.660536,152.812899,exact,,,"8,702",211.9,59%,0.5
G109976,http://bit.ly/1T2eZrj,Tarong North power station Unit 1,Tarong North power station,,,Stanwell Corp Ltd,Stanwell,445,Operating,,2003,,,Supercritical,Nanango,,,Queensland,Australia,Australia/NZ,-26.777293,151.914311,exact,,,"8,731",211.9,59%,1.9
G109977,http://bit.ly/1T2fgu7,Tarong power station Unit 1,Tarong power station,,,Stanwell Corp Ltd,Stanwell,350,Operating,,1984,,,Subcritical,Nanango,,,Queensland,Australia,Australia/NZ,-26.783688,151.915274,exact,,,"8,702",211.9,59%,1.5
G109978,http://bit.ly/1T2fgu7,Tarong power station Unit 3,Tarong power station,,,Stanwell Corp Ltd,Stanwell,350,Operating,,1985,,,Subcritical,Nanango,,,Queensland,Australia,Australia/NZ,-26.783688,151.915274,exact,,,"8,702",211.9,59%,1.5
G110713,http://bit.ly/2aIB0eY,Wandoan Power Project,Wandoan Power Project,,,"GE Energy, Stanwell Corporation","GE Energy, Stanwell Corporation",400,Cancelled,,,,,IGCC/CCS,Wandoan,,,Queensland,Australia,Australia/NZ,-26.133333,149.950000,approximate,,,"10,505",20.5,59%,0.2
G111551,http://bit.ly/27UiYeq,ZeroGen IGCC with CCS ,ZeroGen,,,Stanwell Corp Ltd,ZeroGen,500,Cancelled,,,,,IGCC/CCS,Rockhampton,,,Queensland,Australia,Australia/NZ,-23.509114,150.317801,exact,,,"10,505",20.5,59%,0.3
G100329,http://bit.ly/1qcTYcN,Arckaringa Coal-to-Liquids and Power Project Phase I,Arckaringa Coal-to-Liquids and Power Project,,,Ackaringa Energy,Altona Resources,560,Cancelled,,,,,unknown,near Oodnadatta,,,South Australia,Australia,Australia/NZ,-27.938926,134.726094,Approximate,,,"8,605",211.9,59%,2.4
G100330,http://bit.ly/1qcTYcN,Arckaringa Coal-to-Liquids and Power Project Phase II,Arckaringa Coal-to-Liquids and Power Project,,,Ackaringa Energy,Altona Resources,280,Cancelled,,,,,unknown,near Oodnadatta,,,South Australia,Australia,Australia/NZ,-27.938926,134.726094,Approximate,,,"8,605",211.9,59%,1.2
G107521,http://bit.ly/1T2g1U5,Northern Augusta power station Unit 1,Northern Augusta power station,"Northern power station, Port Augusta power station",,Alinta Energy Ltd,Alinta Energy,260,Retired,,1984,2016,,Subcritical,Port Augusta,,,South Australia,Australia,Australia/NZ,-32.542518,137.787850,exact,,Leigh Creek coal mine,"8,702",211.9,59%,1.1
G107522,http://bit.ly/1T2g1U5,Northern Augusta power station Unit 2,Northern Augusta power station,"Northern power station, Port Augusta power station",,Alinta Energy Ltd,Alinta Energy,260,Retired,,1985,2016,,Subcritical,Port Augusta,,,South Australia,Australia,Australia/NZ,-32.542518,137.787850,exact,,Leigh Creek coal mine,"8,702",211.9,59%,1.1
G108028,http://bit.ly/1NYwnFW,Playford power station Unit 1,Playford power station,"Playford B power station, Port Augusta power station",,Alinta Energy Ltd,Alinta Energy,60,Retired,,1963,2016,,Subcritical,Port Augusta,,,South Australia,Australia,Australia/NZ,-32.538523,137.782198,exact,,Leigh Creek coal mine,"8,702",211.9,59%,0.3
G108029,http://bit.ly/1NYwnFW,Playford power station Unit 2,Playford power station,"Playford B power station, Port Augusta power station",,Alinta Energy Ltd,Alinta Energy,60,Retired,,1963,2016,,Subcritical,Port Augusta,,,South Australia,Australia,Australia/NZ,-32.538523,137.782198,exact,,Leigh Creek coal mine,"8,702",211.9,59%,0.3
G108030,http://bit.ly/1NYwnFW,Playford power station Unit 3,Playford power station,"Playford B power station, Port Augusta power station",,Alinta Energy Ltd,Alinta Energy,60,Retired,,1963,2016,,Subcritical,Port Augusta,,,South Australia,Australia,Australia/NZ,-32.538523,137.782198,exact,,Leigh Creek coal mine,"8,702",211.9,59%,0.3
G108031,http://bit.ly/1NYwnFW,Playford power station Unit 4,Playford power station,"Playford B power station, Port Augusta power station",,Alinta Energy Ltd,Alinta Energy,60,Retired,,1963,2016,,Subcritical,Port Augusta,,,South Australia,Australia,Australia/NZ,-32.538523,137.782198,exact,,Leigh Creek coal mine,"8,702",211.9,59%,0.3
G110928,http://bit.ly/1RdGtIe,Whyalla Works 1,Whyalla Works power station,,,Onesteel Ltd,Onesteel ,30,Operating,,1941,,,Subcritical,Whyalla,,,South Australia,Australia,Australia/NZ,-33.033333,137.566667,approximate,,,"8,702",211.9,59%,0.1
G110929,http://bit.ly/1RdGtIe,Whyalla Works 2,Whyalla Works power station,,,Onesteel Ltd,Onesteel ,30,Operating,,1969,,,Subcritical,Whyalla,,,South Australia,Australia,Australia/NZ,-33.033333,137.566667,approximate,,,"8,702",211.9,59%,0.1
G100202,http://bit.ly/1T2gvtt,Anglesea power station Unit 1,Anglesea power station,,,Alcoa of Australia,Alcoa,160,Retired,,1969,,2015,Subcritical,Anglesea,,,Victoria,Australia,Australia/NZ,-38.386550,144.182062,exact,,,"8,921",216.3,59%,0.7
G102469,http://bit.ly/1iU7Uri,Dual Gas power station Unit 1,Dual Gas power station,,,Dual Gas,HRL Holdings,300,Cancelled,,,,,IGCC,Morwell,,,Victoria,Australia,Australia/NZ,-38.251967,146.416340,Exact,,,"7,742",216.3,59%,1.2
G102470,http://bit.ly/1iU7Uri,Dual Gas power station Unit 2,Dual Gas power station,,,Dual Gas,HRL Holdings,300,Cancelled,,,,,IGCC,Morwell,,,Victoria,Australia,Australia/NZ,-38.251967,146.416340,Exact,,,"7,742",216.3,59%,1.2
G102644,http://bit.ly/1T2lHxv,Energy Brix power station Unit 2,Energy Brix power station,Morwell power station,,Energy Brix Australia Ltd,HRL Holdings,30,Retired,,1958,,2014,Subcritical,Morwell,,,Victoria,Australia,Australia/NZ,-38.253970,146.413667,exact,,,"8,921",216.3,59%,0.1
G102645,http://bit.ly/1T2lHxv,Energy Brix power station Unit 3,Energy Brix power station,Morwell power station,,Energy Brix Australia Ltd,HRL Holdings,30,Retired,,1959,,2014,Subcritical,Morwell,,,Victoria,Australia,Australia/NZ,-38.253970,146.413667,exact,,,"8,921",216.3,59%,0.1
G102646,http://bit.ly/1T2lHxv,Energy Brix power station Unit 4,Energy Brix power station,Morwell power station,,Energy Brix Australia Ltd,HRL Holdings,30,Retired,,1959,,2014,Subcritical,Morwell,,,Victoria,Australia,Australia/NZ,-38.253970,146.413667,exact,,,"8,921",216.3,59%,0.1
G103693,http://bit.ly/1T2k3Mc,Hazelwood power station Unit 1,Hazelwood power station,,,GDF Suez Australian Energy Ltd,Engie,200,Operating,,1964,2017,,Subcritical,Morwell,,,Victoria,Australia,Australia/NZ,-38.271833,146.390879,exact,,,"8,921",216.3,59%,0.9
G103694,http://bit.ly/1T2k3Mc,Hazelwood power station Unit 2,Hazelwood power station,,,GDF Suez Australian Energy Ltd,Engie,200,Operating,,1965,2017,,Subcritical,Morwell,,,Victoria,Australia,Australia/NZ,-38.271833,146.390879,exact,,,"8,921",216.3,59%,0.9
G103695,http://bit.ly/1T2k3Mc,Hazelwood power station Unit 3,Hazelwood power station,,,GDF Suez Australian Energy Ltd,Engie,200,Operating,,1966,2017,,Subcritical,Morwell,,,Victoria,Australia,Australia/NZ,-38.271833,146.390879,exact,,,"8,921",216.3,59%,0.9
G103696,http://bit.ly/1T2k3Mc,Hazelwood power station Unit 4,Hazelwood power station,,,GDF Suez Australian Energy Ltd,Engie,200,Operating,,1967,2017,,Subcritical,Morwell,,,Victoria,Australia,Australia/NZ,-38.271833,146.390879,exact,,,"8,921",216.3,59%,0.9
G103697,http://bit.ly/1T2k3Mc,Hazelwood power station Unit 5,Hazelwood power station,,,GDF Suez Australian Energy Ltd,Engie,200,Operating,,1968,2017,,Subcritical,Morwell,,,Victoria,Australia,Australia/NZ,-38.271833,146.390879,exact,,,"8,921",216.3,59%,0.9
G103698,http://bit.ly/1T2k3Mc,Hazelwood power station Unit 6,Hazelwood power station,,,GDF Suez Australian Energy Ltd,Engie,200,Operating,,1969,2017,,Subcritical,Morwell,,,Victoria,Australia,Australia/NZ,-38.271833,146.390879,exact,,,"8,921",216.3,59%,0.9
G103699,http://bit.ly/1T2k3Mc,Hazelwood power station Unit 7,Hazelwood power station,,,GDF Suez Australian Energy Ltd,Engie,200,Operating,,1970,2017,,Subcritical,Morwell,,,Victoria,Australia,Australia/NZ,-38.271833,146.390879,exact,,,"8,921",216.3,59%,0.9
G103700,http://bit.ly/1T2k3Mc,Hazelwood power station Unit 8,Hazelwood power station,,,GDF Suez Australian Energy Ltd,Engie,200,Operating,,1971,2017,,Subcritical,Morwell,,,Victoria,Australia,Australia/NZ,-38.271833,146.390879,exact,,,"8,921",216.3,59%,0.9
G106430,http://bit.ly/1T2kWEA,Loy Yang-A power station Unit 1,Loy Yang A power station,,,Loy Yang Power Management,"AGL Energy, TEPCO, RATCH-Australia, MTAA Super",560,Operating,,1984,,,Subcritical,Traralgon South,,,Victoria,Australia,Australia/NZ,-38.252414,146.575334,exact,,,"8,921",216.3,59%,2.5
G106431,http://bit.ly/1T2kWEA,Loy Yang-A power station Unit 2,Loy Yang A power station,,,Loy Yang Power Management,"AGL Energy, TEPCO, RATCH-Australia, MTAA Super",535,Operating,,1984,,,Subcritical,Traralgon South,,,Victoria,Australia,Australia/NZ,-38.252414,146.575334,exact,,,"8,921",216.3,59%,2.4
G106432,http://bit.ly/1T2kWEA,Loy Yang-A power station Unit 3,Loy Yang A power station,,,Loy Yang Power Management,"AGL Energy, TEPCO, RATCH-Australia, MTAA Super",560,Operating,,1987,,,Subcritical,Traralgon South,,,Victoria,Australia,Australia/NZ,-38.252414,146.575334,exact,,,"8,921",216.3,59%,2.5
G106433,http://bit.ly/1T2kWEA,Loy Yang-A power station Unit 4,Loy Yang A power station,,,Loy Yang Power Management,"AGL Energy, TEPCO, RATCH-Australia, MTAA Super",560,Operating,,1987,,,Subcritical,Traralgon South,,,Victoria,Australia,Australia/NZ,-38.252414,146.575334,exact,,,"8,921",216.3,59%,2.5
