Tracker ID,Wiki page,Unit,Plant,Other names,Chinese name,Owner,Parent,Capacity (MW),Status,Jan 17 Note,Start year,Planned retirement,Year retired,Combustion technology,Location,Local area,"Major area (prefecture, district)",Subnational unit,Country,Region,Latitude,Longitude,Accuracy,Permits,Coal source,Heat rate,Emission factor,Capacity factor,Annual CO2
G104308,http://bit.ly/1y09kUG,Huaneng Chaohu 3,Huaneng Chaohu power station,,华能巢湖发电公司二期,Huaneng Power International,China Huaneng ,600,Construction,,,,,Supercritical,,Juchao,Chaohu,Anhui,China,East Asia,31.652000,117.822900,exact,,,"8,564",205.3,59%,2.5
G104309,http://bit.ly/1y09kUG,Huaneng Chaohu 4,Huaneng Chaohu power station,,华能巢湖发电公司二期,Huaneng Power International,China Huaneng ,600,Construction,,,,,Supercritical,,Juchao,Chaohu,Anhui,China,East Asia,31.652000,117.822900,exact,,,"8,564",205.3,59%,2.5
G104388,http://bit.ly/1jhRAAP,Huaneng Huainan-1 No 1,Huaneng Huainan power station,,华能淮南第一发电厂,Huaneng Power International,China Huaneng ,"4,800",Cancelled,,,,,unknown,Huainan City,,Huainan,Anhui,China,East Asia,32.628000,117.003000,approximate,,,"8,605",211.9,59%,20.6
G104776,http://bit.ly/1HLwqaj,Huoqiu power station Unit 1,Huoqiu power station,,皖能霍邱发电厂,Wenergy,Wenergy Group,660,Announced,,,,,unknown,,Huoqiu,Lu'an,Anhui,China,East Asia,32.163333,116.170278,approximate,,,"8,605",211.9,59%,2.8
G104777,http://bit.ly/1HLwqaj,Huoqiu power station Unit 2,Huoqiu power station,,皖能霍邱发电厂,Wenergy,Wenergy Group,660,Announced,,,,,unknown,,Huoqiu,Lu'an,Anhui,China,East Asia,32.163333,116.170278,approximate,,,"8,605",211.9,59%,2.8
G105267,http://bit.ly/2e4Xms2,Jinyuan Thermal power station Unit 2,Jinyuan Theremal power station,,安徽金源热电公司,Hefei Cogen Group,Hefei Cogen Group,50,Operating,,2008,,,unknown,667 Fangxing Dadao,Luyang District,Hefei,Anhui,China,East Asia,31.722113,117.210266,exact,,,"8,605",211.9,59%,0.2
G105268,http://bit.ly/2e4Xms2,Jinyuan Thermal power station Unit 3,Jinyuan Theremal power station,,安徽金源热电公司,Hefei Cogen Group,Hefei Cogen Group,350,Shelved,,,,,unknown,667 Fangxing Dadao,Luyang District,Hefei,Anhui,China,East Asia,31.722113,117.210266,exact,,,"8,605",211.9,59%,1.5
G105269,http://bit.ly/2e4Xms2,Jinyuan Thermal power station Unit 4,Jinyuan Theremal power station,,安徽金源热电公司,Hefei Cogen Group,Hefei Cogen Group,350,Shelved,,,,,unknown,667 Fangxing Dadao,Luyang District,Hefei,Anhui,China,East Asia,31.722113,117.210266,exact,,,"8,605",211.9,59%,1.5
G106354,http://bit.ly/1jhU3v7,Lixin Banji power station Unit 1,Lixin Banji power station,,国投新集电力安徽利辛板集电厂,SDIC Huajing Power Holdings Co,"SDIC, Wenergy Group","1,000",Operating,,2016,,,Ultra-super,Banji,Lixin,Bozhou,Anhui,China,East Asia,32.897245,116.242561,exact,,,"8,272",211.9,59%,4.1
G106355,http://bit.ly/1jhU3v7,Lixin Banji power station Unit 2,Lixin Banji power station,,国投新集电力安徽利辛板集电厂,SDIC Huajing Power Holdings Co,"SDIC, Wenergy Group","1,000",Operating,,2016,,,Ultra-super,Banji,Lixin,Bozhou,Anhui,China,East Asia,32.897245,116.242561,exact,,,"8,272",211.9,59%,4.1
G106525,http://bit.ly/1IQU8vN,Ma'anshan Steel power station Unit 1,Ma'anshan Steel power station,,马鞍山钢铁公司发电厂,Maanshan Iron & Steel Co Ltd,Maanshan Iron and Steel Co,60,Operating,,1993,,,Subcritical,Xuejiawa,Yushan,Ma'anshan,Anhui,China,East Asia,31.717469,118.466699,exact,,,"8,702",211.9,59%,0.3
G106526,http://bit.ly/1IQU8vN,Ma'anshan Steel power station Unit 2,Ma'anshan Steel power station,,马鞍山钢铁公司发电厂,Maanshan Iron & Steel Co Ltd,Maanshan Iron and Steel Co,60,Operating,,1993,,,Subcritical,Xuejiawa,Yushan,Ma'anshan,Anhui,China,East Asia,31.717469,118.466699,exact,,,"8,702",211.9,59%,0.3
G106527,http://bit.ly/1IQU8vN,Ma'anshan Steel power station Unit 3,Ma'anshan Steel power station,,马鞍山钢铁公司发电厂,Maanshan Iron & Steel Co Ltd,Maanshan Iron and Steel Co,60,Operating,,1998,,,Subcritical,Xuejiawa,Yushan,Ma'anshan,Anhui,China,East Asia,31.717469,118.466699,exact,,,"8,702",211.9,59%,0.3
G106528,http://bit.ly/1IQU8vN,Ma'anshan Steel power station Unit 4,Ma'anshan Steel power station,,马鞍山钢铁公司发电厂,Maanshan Iron & Steel Co Ltd,Maanshan Iron and Steel Co,60,Operating,,1998,,,Subcritical,Xuejiawa,Yushan,Ma'anshan,Anhui,China,East Asia,31.717469,118.466699,exact,,,"8,702",211.9,59%,0.3
G106529,http://bit.ly/1IQU8vN,Ma'anshan Steel power station Unit 5,Ma'anshan Steel power station,,马鞍山钢铁公司发电厂,Maanshan Iron & Steel Co Ltd,Maanshan Iron and Steel Co,135,Operating,,2007,,,Subcritical,Xuejiawa,Yushan,Ma'anshan,Anhui,China,East Asia,31.717469,118.466699,exact,,,"8,702",211.9,59%,0.6
G107776,http://bit.ly/2e4U6N7,Pansan power station Unit 1,Pansan power station,,淮南矿业潘三综合利用电厂,Huainan Mining Corp,Huainan Mining Group,135,Operating,,2008,,,unknown,Luji Town Qiandian Villege,Panji District,Huainan,Anhui,China,East Asia,32.819244,116.742849,exact,,,"8,714",205.3,59%,0.6
G107777,http://bit.ly/2e4U6N7,Pansan power station Unit 2,Pansan power station,,淮南矿业潘三综合利用电厂,Huainan Mining Corp,Huainan Mining Group,135,Operating,,2008,,,unknown,Luji Town Qiandian Villege,Panji District,Huainan,Anhui,China,East Asia,32.819244,116.742849,exact,,,"8,714",205.3,59%,0.6
G109065,http://bit.ly/2dQODbc,Shanying Mill Ma'anshan power station Unit 5,Shanying Mill Ma'anshan power station,,山鹰纸业马鞍山热电厂,"Shanying Mill Co, Ltd",Shanying Mill ,65,Operating,,2002,,,Subcritical,3 Qinjian Road,Huashan District,Ma'anshan,Anhui,China,East Asia,31.735948,118.488872,exact,,,"8,702",211.9,59%,0.3
G109066,http://bit.ly/2dQODbc,Shanying Mill Ma'anshan power station Unit 6,Shanying Mill Ma'anshan power station,,山鹰纸业马鞍山热电厂,"Shanying Mill Co, Ltd",Shanying Mill ,50,Shelved,Construction shelved,2016,,,Subcritical,3 Qinjian Road,Huashan District,Ma'anshan,Anhui,China,East Asia,31.735948,118.488872,exact,,,"8,702",211.9,59%,0.2
G109122,http://bit.ly/1ezYMH9,Shenhua Anqing power station Unit 1,Shenhua Anqing power station,Anqing power station,神华神皖安庆皖江发电公司一期,Shenhua Shenwan Wanjiang Power,"Shenhua Group, Wenergy Group",300,Operating,,2005,,,Subcritical,Yingjiang Dist - Anqing City,Yingjiang,Anqing,Anhui,China,East Asia,30.541000,117.171700,exact,,,"8,863",205.3,59%,1.3
G109123,http://bit.ly/1ezYMH9,Shenhua Anqing power station Unit 2,Shenhua Anqing power station,Anqing power station,神华神皖安庆皖江发电公司一期,Shenhua Shenwan Wanjiang Power,"Shenhua Group, Wenergy Group",300,Operating,,2005,,,Subcritical,Yingjiang Dist - Anqing City,Yingjiang,Anqing,Anhui,China,East Asia,30.541000,117.171700,exact,,,"8,863",205.3,59%,1.3
G109426,http://bit.ly/293DJjm,Sinopec Anqing power station Unit 1,Sinopec Anqing power station,,中石化安庆石化热电部,Anqing Petrochemistry,Sinopec,50,Operating,,1995,,,Subcritical,,Daguan,Anqing,Anhui,China,East Asia,30.513837,117.019835,exact,,,"8,702",211.9,59%,0.2
G109427,http://bit.ly/293DJjm,Sinopec Anqing power station Unit 2,Sinopec Anqing power station,,中石化安庆石化热电部,Anqing Petrochemistry,Sinopec,50,Operating,,1995,,,Subcritical,,Daguan,Anqing,Anhui,China,East Asia,30.513837,117.019835,exact,,,"8,702",211.9,59%,0.2
G109428,http://bit.ly/293DJjm,Sinopec Anqing power station Unit 3,Sinopec Anqing power station,,中石化安庆石化热电部,Anqing Petrochemistry,Sinopec,50,Operating,,1995,,,Subcritical,,Daguan,Anqing,Anhui,China,East Asia,30.513837,117.019835,exact,,,"8,702",211.9,59%,0.2
G109429,http://bit.ly/293DJjm,Sinopec Anqing power station Unit 4,Sinopec Anqing power station,,中石化安庆石化热电部,Anqing Petrochemistry,Sinopec,50,Operating,,1995,,,Subcritical,,Daguan,Anqing,Anhui,China,East Asia,30.513837,117.019835,exact,,,"8,702",211.9,59%,0.2
G109760,http://bit.ly/1IQV82K,Suzhou Huiyuan power station Unit 3,Suzhou Huiyuan power station,,国电宿州热电（汇源热电）,Guodian Anhui,China Guodian,135,Retired,,1998,,2012,Subcritical,457 Huaihai Road,Yongqiao,Suzhou,Anhui,China,East Asia,33.654435,116.983021,exact,,,"8,702",211.9,59%,0.6
G109761,http://bit.ly/1IQV82K,Suzhou Huiyuan power station Unit 4,Suzhou Huiyuan power station,,国电宿州热电（汇源热电）,Guodian Anhui,China Guodian,135,Operating,,1999,,,Subcritical,457 Huaihai Road,Yongqiao,Suzhou,Anhui,China,East Asia,33.654435,116.983021,exact,,,"8,702",211.9,59%,0.6
G109762,http://bit.ly/1IQV82K,Suzhou Huiyuan power station Unit 5,Suzhou Huiyuan power station,Suzhou-2 power station,国电宿州第二热电,Guodian Anhui,China Guodian,350,Operating,,2012,,,Supercritical,457 Huaihai Road,Yongqiao,Suzhou,Anhui,China,East Asia,33.654435,116.983021,exact,,,"9,080",211.9,59%,1.6
G109763,http://bit.ly/1IQV82K,Suzhou Huiyuan power station Unit 6,Suzhou Huiyuan power station,Suzhou-2 power station,国电宿州第二热电,Guodian Anhui,China Guodian,350,Operating,,2012,,,Supercritical,457 Huaihai Road,Yongqiao,Suzhou,Anhui,China,East Asia,33.654435,116.983021,exact,,,"9,080",211.9,59%,1.6
G109764,http://bit.ly/2ebMgD4,Suzhou Qianyingzi power station Unit 1,Suzhou Qianyingzi power station,,皖能宿州钱营孜发电厂,Anhui Hengyuan Coal Industry Co Ltd & Wenergy-Anhui Prov Energy,"Wanbei Coal-Electricity Group, Wenergy Group",350,Construction,,2017,,,Subcritical,Taoyuan Town,Yongqiao District,Suzhou,Anhui,China,East Asia,33.506403,116.921920,exact,,,"8,702",211.9,59%,1.5
G109765,http://bit.ly/2ebMgD4,Suzhou Qianyingzi power station Unit 2,Suzhou Qianyingzi power station,,皖能宿州钱营孜发电厂,Anhui Hengyuan Coal Industry Co Ltd & Wenergy-Anhui Prov Energy,"Wanbei Coal-Electricity Group, Wenergy Group",350,Construction,,2017,,,Subcritical,Taoyuan Town,Yongqiao District,Suzhou,Anhui,China,East Asia,33.506403,116.921920,exact,,,"8,702",211.9,59%,1.5
G110254,http://bit.ly/1JQTjXr,Tongling Guodian-1 power station Unit 1,Tongling Guodian power station,,国电铜陵发电公司一期,Guodian Tongling Power Generation Co,China Guodian,600,Operating,,2008,,,Supercritical,Yongfengxiang,Tongling,Tongling,Anhui,China,East Asia,31.070500,117.963200,exact,,,"8,564",205.3,59%,2.5
G110255,http://bit.ly/1JQTjXr,Tongling Guodian-1 power station Unit 2,Tongling Guodian power station,,国电铜陵发电公司一期,Guodian Tongling Power Generation Co,China Guodian,600,Operating,,2008,,,Supercritical,Yongfengxiang,Tongling,Tongling,Anhui,China,East Asia,31.070500,117.963200,exact,,,"8,564",205.3,59%,2.5
G110256,http://bit.ly/1kJD7c6,Tongling Guodian-2 power station Unit 1,Tongling Guodian power station,,国电铜陵发电公司二期,Guodian Tongling Power Gen Co,China Guodian,"1,000",Shelved,,,,,Ultra-super,Yongfengxiang,Tongling,Tongling,Anhui,China,East Asia,31.070500,117.963200,exact,,,"8,418",205.3,59%,4.1
G110257,http://bit.ly/1kJD7c6,Tongling Guodian-2 power station Unit 2,Tongling Guodian power station,,国电铜陵发电公司二期,Guodian Tongling Power Gen Co,China Guodian,"1,000",Shelved,,,,,Ultra-super,Yongfengxiang,Tongling,Tongling,Anhui,China,East Asia,31.070500,117.963200,exact,,,"8,418",205.3,59%,4.1
G110258,http://bit.ly/1r10ULS,Tongling Wanneng-4 power station Unit 1,Tongling Wanneng power station,,皖能铜陵发电公司,Wenergy-Anhui Prov Energy,Wenergy Group,125,Retired,,1989,,2007,Subcritical,,Tongguanshan,Tongling,Anhui,China,East Asia,30.881810,117.764390,exact,,,"8,863",205.3,59%,0.5
G110259,http://bit.ly/1r10ULS,Tongling Wanneng-4power station Unit 2,Tongling Wanneng power station,,皖能铜陵发电公司,Wenergy-Anhui Prov Energy,Wenergy Group,125,Retired,,1990,,2007,Subcritical,,Tongguanshan,Tongling,Anhui,China,East Asia,30.881810,117.764390,exact,,,"8,863",205.3,59%,0.5
G110260,http://bit.ly/1JQVfip,Tongling Wanneng-5 power station Unit 1,Tongling Wanneng power station,,皖能铜陵发电公司,Wenergy-Anhui Prov Energy,Wenergy Group,300,Operating,,1999,,,Subcritical,,Tongguanshan,Tongling,Anhui,China,East Asia,30.881810,117.764390,exact,,,"8,863",205.3,59%,1.3
G110261,http://bit.ly/1JQVfip,Tongling Wanneng-5 power station Unit 2,Tongling Wanneng power station,,皖能铜陵发电公司,Wenergy-Anhui Prov Energy,Wenergy Group,300,Operating,,2006,,,Subcritical,,Tongguanshan,Tongling,Anhui,China,East Asia,30.881810,117.764390,exact,,,"8,863",205.3,59%,1.3
G110262,http://bit.ly/1r10ULS,Tongling Wanneng-6 power station Unit 1,Tongling Wanneng power station,Tongling Wanneng-3 power station (Platts),皖能铜陵发电公司六期1号,Wenergy-Anhui Prov Energy,Wenergy Group,"1,000",Operating,,2011,,,Supercritical,Tongling City,Tongguanshan,Tongling,Anhui,China,East Asia,30.881810,117.764390,exact,,,"8,564",205.3,59%,4.1
G110263,http://bit.ly/1r10ULS,Tongling Wanneng-6 power station Unit 2,Tongling Wanneng power station,,皖能铜陵发电公司六期2号,Wenergy-Anhui Prov Energy,Wenergy Group,"1,000",Construction,,,,,Supercritical,Tongling City,Tongguanshan,Tongling,Anhui,China,East Asia,30.881810,117.764390,exact,,,"8,564",205.3,59%,4.1
G110874,http://bit.ly/1RhxzLd,WEnergy Ma'Anshan-1 power station Unit 1,WEnergy Ma'anshan Power Station,Wenergy Ma'anshan-2 Power Station Unit 5 (Platts),皖能马鞍山发电厂,Wenergy-Anhui Prov Energy,Wenergy Group,125,Retired,,1991,,2007,Subcritical,Ma'anshan City,Huashan,Ma'anshan,Anhui,China,East Asia,31.737548,118.479693,exact,,,"8,863",205.3,59%,0.5
G110875,http://bit.ly/1RhxzLd,WEnergy Ma'Anshan-1 power station Unit 2,WEnergy Ma'anshan Power Station,Wenergy Ma'anshan-2 Power Station Unit 5 (Platts),皖能马鞍山发电厂,Wenergy-Anhui Prov Energy,Wenergy Group,125,Retired,,1992,,2007,Subcritical,Ma'anshan City,Huashan,Ma'anshan,Anhui,China,East Asia,31.737548,118.479693,exact,,,"8,863",205.3,59%,0.5
G110876,http://bit.ly/1RhxzLd,WEnergy Ma'anshan-2 Power Station Unit 1,WEnergy Ma'anshan Power Station,,神华神皖马鞍山万能达发电厂,Shenhua Shenwan,"Shenhua Group, Wenergy Group",330,Operating,,1995,,,Subcritical,Ma'anshan City,Huashan,Ma'anshan,Anhui,China,East Asia,31.750737,118.479693,exact,,,"8,863",205.3,59%,1.4
G110877,http://bit.ly/1RhxzLd,WEnergy Ma'anshan-2 Power Station Unit 2,WEnergy Ma'anshan Power Station,,神华神皖马鞍山万能达发电厂,Shenhua Shenwan,"Shenhua Group, Wenergy Group",330,Operating,,1996,,,Subcritical,Ma'anshan City,Huashan,Ma'anshan,Anhui,China,East Asia,31.750737,118.479693,exact,,,"8,863",205.3,59%,1.4
G110878,http://bit.ly/1RhxzLd,WEnergy Ma'anshan-2 Power Station Unit 3,WEnergy Ma'anshan Power Station,,神华神皖马鞍山万能达发电厂,Shenhua Shenwan,"Shenhua Group, Wenergy Group",330,Operating,,2006,,,Subcritical,Ma'anshan City,Huashan,Ma'anshan,Anhui,China,East Asia,31.750737,118.479693,exact,,,"8,863",205.3,59%,1.4
G110879,http://bit.ly/1RhxzLd,WEnergy Ma'anshan-2 Power Station Unit 4,WEnergy Ma'anshan Power Station,,神华神皖马鞍山万能达发电厂,Shenhua Shenwan,"Shenhua Group, Wenergy Group",330,Operating,,2006,,,Subcritical,Ma'anshan City,Huashan,Ma'anshan,Anhui,China,East Asia,31.750737,118.479693,exact,,,"8,863",205.3,59%,1.4
G110880,http://bit.ly/12vfGBo,WEnergy Ma'Anshan-3 power station Unit 1,WEnergy Ma'anshan Power Station,Wenergy Ma'anshan-2 Power Station Unit 5 (Platts),皖能马鞍山发电厂,Wenergy-Anhui Prov Energy,Wenergy Group,660,Operating,,2012,,,Ultra-super,Ma'anshan City,Huashan,Ma'anshan,Anhui,China,East Asia,31.737548,118.479693,exact,,,"8,418",205.3,59%,2.7
G110881,http://bit.ly/12vfGBo,WEnergy Ma'Anshan-3 power station Unit 2,WEnergy Ma'anshan Power Station,Wenergy Ma'anshan-2 Power Station Unit 6 (Platts),皖能马鞍山发电厂,Wenergy-Anhui Prov Energy,Wenergy Group,660,Operating,,2012,,,Ultra-super,Ma'anshan City,Huashan,Ma'anshan,Anhui,China,East Asia,31.737548,118.479693,exact,,,"8,418",205.3,59%,2.7
G110993,http://bit.ly/1IQXkYc,Wuhu Zhaoda power station Unit 13,Wuhu Zhaoda power station,,中电国际芜湖发电公司四期（兆达发电公司）,China Power Investment Corp,CPI,125,Retired,,1996,,2010,Subcritical,,,Wuhu,Anhui,China,East Asia,31.452120,118.344470,exact,,,"8,863",205.3,59%,0.5
G110994,http://bit.ly/1IQXkYc,Wuhu Zhaoda power station Unit 14,Wuhu Zhaoda power station,,中电国际芜湖发电公司四期（兆达发电公司）,China Power Investment Corp,CPI,125,Retired,,1997,,2010,Subcritical,,,Wuhu,Anhui,China,East Asia,31.452120,118.344470,exact,,,"8,863",205.3,59%,0.5
G110995,http://bit.ly/1ncwO0q,Wuhu Zhongdian power station Unit 11,Wuhu Zhongdian power station,,中电国际芜湖发电公司三期,China Power Investment Corp,CPI,125,Retired,,1993,,2007,unknown,Wuhu City,Jiujiang,Wuhu,Anhui,China,East Asia,31.452120,118.344470,exact,,,"8,605",211.9,59%,0.5
G110996,http://bit.ly/1ncwO0q,Wuhu Zhongdian power station Unit 12,Wuhu Zhongdian power station,,中电国际芜湖发电公司三期,China Power Investment Corp,CPI,125,Retired,,1994,,2007,unknown,Wuhu City,Jiujiang,Wuhu,Anhui,China,East Asia,31.452120,118.344470,exact,,,"8,605",211.9,59%,0.5
G110997,http://bit.ly/1ncwO0q,Wuhu Zhongdian power station Unit 15,Wuhu Zhongdian power station,,中电国际芜湖发电公司五期,China Power Investment Corp,CPI,660,Operating,,2010,,,Ultra-super,Wuhu City,Jiujiang,Wuhu,Anhui,China,East Asia,31.452120,118.344470,exact,,,"8,418",205.3,59%,2.7
G110998,http://bit.ly/1ncwO0q,Wuhu Zhongdian power station Unit 16,Wuhu Zhongdian power station,,中电国际芜湖发电公司五期,China Power Investment Corp,CPI,660,Operating,,2011,,,Ultra-super,Wuhu City,Jiujiang,Wuhu,Anhui,China,East Asia,31.452120,118.344470,exact,,,"8,418",205.3,59%,2.7
G110999,http://bit.ly/1ncwO0q,Wuhu Zhongdian power station Unit 17,Wuhu Zhongdian power station,,中电国际芜湖发电厂六期,China Power Investment Corp,CPI,"1,000",Shelved,,,,,Ultra-super,Wuhu City,Jiujiang,Wuhu,Anhui,China,East Asia,31.452120,118.344470,exact,,,"8,418",205.3,59%,4.1
G111000,http://bit.ly/1ncwO0q,Wuhu Zhongdian power station Unit 18,Wuhu Zhongdian power station,,中电国际芜湖发电厂六期,China Power Investment Corp,CPI,"1,000",Shelved,,,,,Ultra-super,Wuhu City,Jiujiang,Wuhu,Anhui,China,East Asia,31.452120,118.344470,exact,,,"8,418",205.3,59%,4.1
G100702,http://bit.ly/1IQYzGQ,Beijing Jingneng-2 power station Unit 1,Beijing Jingneng power station,,京能北京丰台发电厂,Beijing Jingneng Clean Energy,Beijing Energy Investment Holding,50,Retired,,1991,,2015,Subcritical,,Fengtai,,Beijing,China,East Asia,39.937968,116.138564,exact,,,"8,702",211.9,59%,0.2
G100703,http://bit.ly/1IQYzGQ,Beijing Jingneng-2 power station Unit 2,Beijing Jingneng power station,,京能北京丰台发电厂,Beijing Jingneng Clean Energy,Beijing Energy Investment Holding,100,Retired,,1995,,2015,Subcritical,,Fengtai,,Beijing,China,East Asia,39.937968,116.138564,exact,,,"8,702",211.9,59%,0.4
G100704,http://bit.ly/1IQXONP,Beijing Yire power station Unit 1,Beijing Yire power station,,神华国华北京热电厂,CSEC Guohua International Power Co,"Shenhua Group, CLP Group ",200,Retired,,1999,,2015,Subcritical,,Chaoyang,,Beijing,China,East Asia,39.910164,116.479132,exact,,,"8,702",211.9,59%,0.9
G100705,http://bit.ly/1IQXONP,Beijing Yire power station Unit 2,Beijing Yire power station,,神华国华北京热电厂,CSEC Guohua International Power Co,"Shenhua Group, CLP Group ",200,Retired,,1999,,2015,Subcritical,,Chaoyang,,Beijing,China,East Asia,39.910164,116.479132,exact,,,"8,702",211.9,59%,0.9
G102945,http://bit.ly/1O5pXb9,Gaojing power station Unit 1,Gaojing power station,,大唐高井热电厂,Datang International Power Generation Co,China Datang,100,Retired,,1961,,2014,Subcritical,,Shijingshan,,Beijing,China,East Asia,39.940151,116.129569,exact,,,"8,863",205.3,59%,0.4
G102946,http://bit.ly/1O5pXb9,Gaojing power station Unit 2,Gaojing power station,,大唐高井热电厂,Datang International Power Generation Co,China Datang,100,Retired,,1964,,2014,Subcritical,,Shijingshan,,Beijing,China,East Asia,39.940151,116.129569,exact,,,"8,863",205.3,59%,0.4
G102947,http://bit.ly/1O5pXb9,Gaojing power station Unit 3,Gaojing power station,,大唐高井热电厂,Datang International Power Generation Co,China Datang,100,Retired,,1966,,2014,Subcritical,,Shijingshan,,Beijing,China,East Asia,39.940151,116.129569,exact,,,"8,863",205.3,59%,0.4
G102948,http://bit.ly/1O5pXb9,Gaojing power station Unit 4,Gaojing power station,,大唐高井热电厂,Datang International Power Generation Co,China Datang,100,Retired,,1970,,2014,Subcritical,,Shijingshan,,Beijing,China,East Asia,39.940151,116.129569,exact,,,"8,863",205.3,59%,0.4
G102949,http://bit.ly/1O5pXb9,Gaojing power station Unit 5,Gaojing power station,,大唐高井热电厂,Datang International Power Generation Co,China Datang,100,Retired,,1973,,2014,Subcritical,,Shijingshan,,Beijing,China,East Asia,39.940151,116.129569,exact,,,"8,863",205.3,59%,0.4
G102950,http://bit.ly/1O5pXb9,Gaojing power station Unit 6,Gaojing power station,,大唐高井热电厂,Datang International Power Generation Co,China Datang,100,Retired,,1974,,2014,Subcritical,,Shijingshan,,Beijing,China,East Asia,39.940151,116.129569,exact,,,"8,863",205.3,59%,0.4
G104291,http://bit.ly/1IQYCT3,Huaneng Beijing power station Unit 1,Huaneng Beijing power station,,华能北京热电厂,Huaneng Power International,China Huaneng,75,Retired,,,,2014,Subcritical,,Chaoyang,,Beijing,China,East Asia,39.886253,116.531779,exact,,,"8,863",205.3,59%,0.3
G104292,http://bit.ly/1IQYCT3,Huaneng Beijing power station Unit 2,Huaneng Beijing power station,,华能北京热电厂,Huaneng Power International,China Huaneng,165,Retired,,1999,,2016,Subcritical,,Chaoyang,,Beijing,China,East Asia,39.886253,116.531779,exact,,,"8,863",205.3,59%,0.7
G104293,http://bit.ly/1IQYCT3,Huaneng Beijing power station Unit 3,Huaneng Beijing power station,,华能北京热电厂,Huaneng Power International,China Huaneng,165,Retired,,1999,,2016,Subcritical,,Chaoyang,,Beijing,China,East Asia,39.886253,116.531779,exact,,,"8,863",205.3,59%,0.7
G104294,http://bit.ly/1IQYCT3,Huaneng Beijing power station Unit 4,Huaneng Beijing power station,,华能北京热电厂,Huaneng Power International,China Huaneng,220,Retired,,1999,,2016,Subcritical,,Chaoyang,,Beijing,China,East Asia,39.886253,116.531779,exact,,,"8,863",205.3,59%,0.9
G104295,http://bit.ly/1IQYCT3,Huaneng Beijing power station Unit 5,Huaneng Beijing power station,,华能北京热电厂,Huaneng Power International,China Huaneng,220,Retired,,1999,,2016,Subcritical,,Chaoyang,,Beijing,China,East Asia,39.886253,116.531779,exact,,,"8,863",205.3,59%,0.9
G109263,http://bit.ly/1O5qk5p,Shijingshan power station Unit 1,Shijingshan power station,,京能石景山电厂,Beijing Energy Investment Holding,Beijing Energy Investment Holding,200,Retired,,1988,,2015,Subcritical,,Shijingshan,,Beijing,China,East Asia,39.923523,116.138423,exact,,,"8,863",205.3,59%,0.9
G109264,http://bit.ly/1O5qk5p,Shijingshan power station Unit 2,Shijingshan power station,,京能石景山电厂,Beijing Energy Investment Holding,Beijing Energy Investment Holding,200,Retired,,1989,,2015,Subcritical,,Shijingshan,,Beijing,China,East Asia,39.923523,116.138423,exact,,,"8,863",205.3,59%,0.9
G109265,http://bit.ly/1O5qk5p,Shijingshan power station Unit 3,Shijingshan power station,,京能石景山电厂,Beijing Energy Investment Holding,Beijing Energy Investment Holding,200,Retired,,1990,,2015,Subcritical,,Shijingshan,,Beijing,China,East Asia,39.923523,116.138423,exact,,,"8,863",205.3,59%,0.9
G109266,http://bit.ly/1O5qk5p,Shijingshan power station Unit 4,Shijingshan power station,,京能石景山电厂,Beijing Energy Investment Holding,Beijing Energy Investment Holding,200,Retired,,1994,,2015,Subcritical,,Shijingshan,,Beijing,China,East Asia,39.923523,116.138423,exact,,,"8,863",205.3,59%,0.9
G100284,http://bit.ly/1tt5fti,Anwen Songzao 1,Anwen Songzao power station,,重庆能源集团松藻煤电公司安稳电厂,Chongqing Songzao Coal Power Co.,Chongqing Energy Investment Group,150,Operating,,2006,,,Subcritical,Anwen Town,Qijiang,,Chongqing,China,East Asia,28.641111,106.753056,exact,,,"8,702",211.9,59%,0.7
G100285,http://bit.ly/1tt5fti,Anwen Songzao 2,Anwen Songzao power station,,重庆能源集团松藻煤电公司安稳电厂,Chongqing Songzao Coal Power Co.,Chongqing Energy Investment Group,150,Operating,,2006,,,Subcritical,Anwen Town,Qijiang,,Chongqing,China,East Asia,28.641111,106.753056,exact,,,"8,702",211.9,59%,0.7
G100286,http://bit.ly/1tt5fti,Anwen Songzao 3,Anwen Songzao power station,,重庆能源集团松藻煤电公司安稳电厂扩建项目,Chongqing Songzao Coal Power Co.,Chongqing Energy Investment Group,660,Operating,,2016,,,Supercritical,Anwen Town,Qijiang,,Chongqing,China,East Asia,28.641111,106.753056,exact,,,"9,080",211.9,59%,3.0
G100287,http://bit.ly/1tt5fti,Anwen Songzao 4,Anwen Songzao power station,,重庆能源集团松藻煤电公司安稳电厂扩建项目,Chongqing Songzao Coal Power Co.,Chongqing Energy Investment Group,660,Construction,,2017,,,Supercritical,Anwen Town,Qijiang,,Chongqing,China,East Asia,28.641111,106.753056,exact,,,"9,080",211.9,59%,3.0
G101528,http://bit.ly/1K0bmMl,Chongqing Baihe power station Unit 1,Chongqing Baihe power station,,中电投重庆白鹤发电厂一期,CPI Chongqing Jiulong Electricity,CPI,50,Retired,,1992,,,Subcritical,Baihe Town,Kai,,Chongqing,China,East Asia,31.269167,108.456944,exact,,,"8,863",227.4,59%,0.2
G101529,http://bit.ly/1K0bmMl,Chongqing Baihe power station Unit 2,Chongqing Baihe power station,,中电投重庆白鹤发电厂一期,CPI Chongqing Jiulong Electricity,CPI,50,Retired,,1992,,,Subcritical,Baihe Town,Kai,,Chongqing,China,East Asia,31.269167,108.456944,exact,,,"8,863",227.4,59%,0.2
